"site","year","TRT","class","count","clickr","site_year","percent","tier1","tier2","tier3"
"109","1609","RAN","Peyssonnelia",3,"CA","109_1609",0.952380952380952,"calcifying","calcifying.algae","other.calcifying.algae"
"111","1609","REM","Peyssonnelia",23,"CA","111_1609",7.37179487179487,"calcifying","calcifying.algae","other.calcifying.algae"
"113","1609","XSP","Peyssonnelia",3,"CA","113_1609",1.01010101010101,"calcifying","calcifying.algae","other.calcifying.algae"
"115","1609","BYSP","Peyssonnelia",25,"CA","115_1609",8.7719298245614,"calcifying","calcifying.algae","other.calcifying.algae"
"117","1609","RAN","Peyssonnelia",11,"CA","117_1609",3.71621621621622,"calcifying","calcifying.algae","other.calcifying.algae"
"121","1609","CON","Peyssonnelia",3,"CA","121_1609",0.958466453674121,"calcifying","calcifying.algae","other.calcifying.algae"
"123","1609","XSP","Peyssonnelia",8,"CA","123_1609",2.68456375838926,"calcifying","calcifying.algae","other.calcifying.algae"
"125","1609","CON","Peyssonnelia",17,"CA","125_1609",5.51948051948052,"calcifying","calcifying.algae","other.calcifying.algae"
"127","1609","BYSP","Peyssonnelia",6,"CA","127_1609",2.02020202020202,"calcifying","calcifying.algae","other.calcifying.algae"
"129","1609","REM","Peyssonnelia",40,"CA","129_1609",13.5593220338983,"calcifying","calcifying.algae","other.calcifying.algae"
"101","1709","REM","Peyssonnelia",20,"CA","101_1709",6.8259385665529,"calcifying","calcifying.algae","other.calcifying.algae"
"103","1709","RAN","Peyssonnelia",58,"CA","103_1709",19.205298013245,"calcifying","calcifying.algae","other.calcifying.algae"
"105","1709","BYSP","Peyssonnelia",13,"CA","105_1709",4.54545454545455,"calcifying","calcifying.algae","other.calcifying.algae"
"107","1709","XSP","Peyssonnelia",30,"CA","107_1709",9.28792569659443,"calcifying","calcifying.algae","other.calcifying.algae"
"109","1709","RAN","Peyssonnelia",24,"CA","109_1709",7.52351097178683,"calcifying","calcifying.algae","other.calcifying.algae"
"111","1709","REM","Peyssonnelia",53,"CA","111_1709",18.2758620689655,"calcifying","calcifying.algae","other.calcifying.algae"
"113","1709","XSP","Peyssonnelia",13,"CA","113_1709",4.26229508196721,"calcifying","calcifying.algae","other.calcifying.algae"
"115","1709","BYSP","Peyssonnelia",38,"CA","115_1709",13.4275618374558,"calcifying","calcifying.algae","other.calcifying.algae"
"117","1709","RAN","Peyssonnelia",28,"CA","117_1709",9.45945945945946,"calcifying","calcifying.algae","other.calcifying.algae"
"119","1709","CON","Peyssonnelia",20,"CA","119_1709",6.36942675159236,"calcifying","calcifying.algae","other.calcifying.algae"
"121","1709","CON","Peyssonnelia",29,"CA","121_1709",9.35483870967742,"calcifying","calcifying.algae","other.calcifying.algae"
"123","1709","XSP","Peyssonnelia",6,"CA","123_1709",2.0066889632107,"calcifying","calcifying.algae","other.calcifying.algae"
"125","1709","CON","Peyssonnelia",31,"CA","125_1709",10.0323624595469,"calcifying","calcifying.algae","other.calcifying.algae"
"127","1709","BYSP","Peyssonnelia",36,"CA","127_1709",12,"calcifying","calcifying.algae","other.calcifying.algae"
"129","1709","REM","Peyssonnelia",41,"CA","129_1709",13.9931740614334,"calcifying","calcifying.algae","other.calcifying.algae"
"101","1809","REM","Peyssonnelia",8,"CA","101_1809",2.68456375838926,"calcifying","calcifying.algae","other.calcifying.algae"
"103","1809","RAN","Peyssonnelia",15,"CA","103_1809",4.95049504950495,"calcifying","calcifying.algae","other.calcifying.algae"
"105","1809","BYSP","Peyssonnelia",6,"CA","105_1809",2.0979020979021,"calcifying","calcifying.algae","other.calcifying.algae"
"107","1809","XSP","Peyssonnelia",5,"CA","107_1809",1.70648464163823,"calcifying","calcifying.algae","other.calcifying.algae"
"109","1809","RAN","Peyssonnelia",19,"CA","109_1809",6.0702875399361,"calcifying","calcifying.algae","other.calcifying.algae"
"111","1809","REM","Peyssonnelia",12,"CA","111_1809",3.9344262295082,"calcifying","calcifying.algae","other.calcifying.algae"
"113","1809","XSP","Peyssonnelia",20,"CA","113_1809",6.6006600660066,"calcifying","calcifying.algae","other.calcifying.algae"
"115","1809","BYSP","Peyssonnelia",13,"CA","115_1809",4.22077922077922,"calcifying","calcifying.algae","other.calcifying.algae"
"117","1809","RAN","Peyssonnelia",14,"CA","117_1809",4.62046204620462,"calcifying","calcifying.algae","other.calcifying.algae"
"119","1809","CON","Peyssonnelia",12,"CA","119_1809",4.16666666666667,"calcifying","calcifying.algae","other.calcifying.algae"
"121","1809","CON","Peyssonnelia",8,"CA","121_1809",2.64026402640264,"calcifying","calcifying.algae","other.calcifying.algae"
"123","1809","XSP","Peyssonnelia",9,"CA","123_1809",3.07167235494881,"calcifying","calcifying.algae","other.calcifying.algae"
"125","1809","CON","Peyssonnelia",14,"CA","125_1809",4.65116279069767,"calcifying","calcifying.algae","other.calcifying.algae"
"127","1809","BYSP","Peyssonnelia",8,"CA","127_1809",2.8169014084507,"calcifying","calcifying.algae","other.calcifying.algae"
"129","1809","REM","Peyssonnelia",19,"CA","129_1809",6.29139072847682,"calcifying","calcifying.algae","other.calcifying.algae"
"107","1409","XSP","P. damicornis",2,"CA","107_1409",0.75187969924812,"calcifying","hard.coral","P.damicornis"
"109","1409","RAN","P. damicornis",2,"CA","109_1409",0.813008130081301,"calcifying","hard.coral","P.damicornis"
"113","1409","XSP","P. damicornis",1,"CA","113_1409",0.383141762452107,"calcifying","hard.coral","P.damicornis"
"115","1409","BYSP","P. damicornis",1,"CA","115_1409",0.383141762452107,"calcifying","hard.coral","P.damicornis"
"117","1409","RAN","P. damicornis",1,"CA","117_1409",0.387596899224806,"calcifying","hard.coral","P.damicornis"
"123","1409","XSP","P. damicornis",2,"CA","123_1409",0.772200772200772,"calcifying","hard.coral","P.damicornis"
"103","1509","RAN","P. damicornis",1,"CA","103_1509",0.32258064516129,"calcifying","hard.coral","P.damicornis"
"105","1509","BYSP","P. damicornis",1,"CA","105_1509",0.336700336700337,"calcifying","hard.coral","P.damicornis"
"109","1509","RAN","P. damicornis",1,"CA","109_1509",0.32258064516129,"calcifying","hard.coral","P.damicornis"
"115","1509","BYSP","P. damicornis",2,"CA","115_1509",0.704225352112676,"calcifying","hard.coral","P.damicornis"
"123","1509","XSP","P. damicornis",1,"CA","123_1509",0.337837837837838,"calcifying","hard.coral","P.damicornis"
"127","1509","BYSP","P. damicornis",1,"CA","127_1509",0.319488817891374,"calcifying","hard.coral","P.damicornis"
"103","1510","RAN","P. damicornis",1,"CA","103_1510",0.32258064516129,"calcifying","hard.coral","P.damicornis"
"105","1510","BYSP","P. damicornis",3,"CA","105_1510",1.02389078498294,"calcifying","hard.coral","P.damicornis"
"107","1510","XSP","P. damicornis",2,"CA","107_1510",0.673400673400673,"calcifying","hard.coral","P.damicornis"
"109","1510","RAN","P. damicornis",2,"CA","109_1510",0.655737704918033,"calcifying","hard.coral","P.damicornis"
"113","1510","XSP","P. damicornis",2,"CA","113_1510",0.666666666666667,"calcifying","hard.coral","P.damicornis"
"115","1510","BYSP","P. damicornis",1,"CA","115_1510",0.314465408805031,"calcifying","hard.coral","P.damicornis"
"117","1510","RAN","P. damicornis",2,"CA","117_1510",0.675675675675676,"calcifying","hard.coral","P.damicornis"
"123","1510","XSP","P. damicornis",1,"CA","123_1510",0.334448160535117,"calcifying","hard.coral","P.damicornis"
"127","1510","BYSP","P. damicornis",3,"CA","127_1510",0.970873786407767,"calcifying","hard.coral","P.damicornis"
"103","1606","RAN","P. damicornis",2,"CA","103_1606",0.638977635782748,"calcifying","hard.coral","P.damicornis"
"107","1606","XSP","P. damicornis",1,"CA","107_1606",0.33112582781457,"calcifying","hard.coral","P.damicornis"
"113","1606","XSP","P. damicornis",2,"CA","113_1606",0.655737704918033,"calcifying","hard.coral","P.damicornis"
"115","1606","BYSP","P. damicornis",3,"CA","115_1606",1.07142857142857,"calcifying","hard.coral","P.damicornis"
"117","1606","RAN","P. damicornis",2,"CA","117_1606",0.689655172413793,"calcifying","hard.coral","P.damicornis"
"123","1606","XSP","P. damicornis",1,"CA","123_1606",0.344827586206897,"calcifying","hard.coral","P.damicornis"
"127","1606","BYSP","P. damicornis",4,"CA","127_1606",1.32890365448505,"calcifying","hard.coral","P.damicornis"
"103","1609","RAN","P. damicornis",2,"CA","103_1609",0.638977635782748,"calcifying","hard.coral","P.damicornis"
"105","1609","BYSP","P. damicornis",1,"CA","105_1609",0.338983050847458,"calcifying","hard.coral","P.damicornis"
"107","1609","XSP","P. damicornis",2,"CA","107_1609",0.673400673400673,"calcifying","hard.coral","P.damicornis"
"109","1609","RAN","P. damicornis",1,"CA","109_1609",0.317460317460317,"calcifying","hard.coral","P.damicornis"
"113","1609","XSP","P. damicornis",3,"CA","113_1609",1.01010101010101,"calcifying","hard.coral","P.damicornis"
"115","1609","BYSP","P. damicornis",1,"CA","115_1609",0.350877192982456,"calcifying","hard.coral","P.damicornis"
"117","1609","RAN","P. damicornis",1,"CA","117_1609",0.337837837837838,"calcifying","hard.coral","P.damicornis"
"127","1609","BYSP","P. damicornis",2,"CA","127_1609",0.673400673400673,"calcifying","hard.coral","P.damicornis"
"101","1709","REM","P. damicornis",2,"CA","101_1709",0.68259385665529,"calcifying","hard.coral","P.damicornis"
"103","1709","RAN","P. damicornis",2,"CA","103_1709",0.662251655629139,"calcifying","hard.coral","P.damicornis"
"105","1709","BYSP","P. damicornis",4,"CA","105_1709",1.3986013986014,"calcifying","hard.coral","P.damicornis"
"107","1709","XSP","P. damicornis",6,"CA","107_1709",1.85758513931889,"calcifying","hard.coral","P.damicornis"
"109","1709","RAN","P. damicornis",3,"CA","109_1709",0.940438871473354,"calcifying","hard.coral","P.damicornis"
"111","1709","REM","P. damicornis",1,"CA","111_1709",0.344827586206897,"calcifying","hard.coral","P.damicornis"
"113","1709","XSP","P. damicornis",3,"CA","113_1709",0.983606557377049,"calcifying","hard.coral","P.damicornis"
"115","1709","BYSP","P. damicornis",2,"CA","115_1709",0.706713780918728,"calcifying","hard.coral","P.damicornis"
"117","1709","RAN","P. damicornis",3,"CA","117_1709",1.01351351351351,"calcifying","hard.coral","P.damicornis"
"121","1709","CON","P. damicornis",1,"CA","121_1709",0.32258064516129,"calcifying","hard.coral","P.damicornis"
"123","1709","XSP","P. damicornis",5,"CA","123_1709",1.67224080267559,"calcifying","hard.coral","P.damicornis"
"127","1709","BYSP","P. damicornis",3,"CA","127_1709",1,"calcifying","hard.coral","P.damicornis"
"129","1709","REM","P. damicornis",2,"CA","129_1709",0.68259385665529,"calcifying","hard.coral","P.damicornis"
"101","1809","REM","P. damicornis",10,"CA","101_1809",3.35570469798658,"calcifying","hard.coral","P.damicornis"
"103","1809","RAN","P. damicornis",6,"CA","103_1809",1.98019801980198,"calcifying","hard.coral","P.damicornis"
"105","1809","BYSP","P. damicornis",6,"CA","105_1809",2.0979020979021,"calcifying","hard.coral","P.damicornis"
"107","1809","XSP","P. damicornis",12,"CA","107_1809",4.09556313993174,"calcifying","hard.coral","P.damicornis"
"109","1809","RAN","P. damicornis",6,"CA","109_1809",1.91693290734824,"calcifying","hard.coral","P.damicornis"
"111","1809","REM","P. damicornis",3,"CA","111_1809",0.983606557377049,"calcifying","hard.coral","P.damicornis"
"113","1809","XSP","P. damicornis",7,"CA","113_1809",2.31023102310231,"calcifying","hard.coral","P.damicornis"
"115","1809","BYSP","P. damicornis",7,"CA","115_1809",2.27272727272727,"calcifying","hard.coral","P.damicornis"
"117","1809","RAN","P. damicornis",11,"CA","117_1809",3.63036303630363,"calcifying","hard.coral","P.damicornis"
"121","1809","CON","P. damicornis",4,"CA","121_1809",1.32013201320132,"calcifying","hard.coral","P.damicornis"
"123","1809","XSP","P. damicornis",5,"CA","123_1809",1.70648464163823,"calcifying","hard.coral","P.damicornis"
"127","1809","BYSP","P. damicornis",11,"CA","127_1809",3.87323943661972,"calcifying","hard.coral","P.damicornis"
"129","1809","REM","P. damicornis",5,"CA","129_1809",1.65562913907285,"calcifying","hard.coral","P.damicornis"
"107","1409","XSP","Pocillopora spp.",1,"CA","107_1409",0.37593984962406,"calcifying","hard.coral","other.coral"
"119","1809","CON","Pocillopora spp.",1,"CA","119_1809",0.347222222222222,"calcifying","hard.coral","other.coral"
"119","1409","CON","Porites massive",4,"CA","119_1409",1.58730158730159,"calcifying","hard.coral","other.coral"
"119","1509","CON","Porites massive",5,"CA","119_1509",1.57728706624606,"calcifying","hard.coral","other.coral"
"119","1510","CON","Porites massive",5,"CA","119_1510",1.57728706624606,"calcifying","hard.coral","other.coral"
"119","1606","CON","Porites massive",6,"CA","119_1606",1.91082802547771,"calcifying","hard.coral","other.coral"
"119","1609","CON","Porites massive",4,"CA","119_1609",1.28205128205128,"calcifying","hard.coral","other.coral"
"119","1709","CON","Porites massive",6,"CA","119_1709",1.91082802547771,"calcifying","hard.coral","other.coral"
"119","1809","CON","Porites massive",6,"CA","119_1809",2.08333333333333,"calcifying","hard.coral","other.coral"
"107","1409","XSP","Psammocora spp.",1,"CA","107_1409",0.37593984962406,"calcifying","hard.coral","other.coral"
"103","1709","RAN","Psammocora spp.",1,"CA","103_1709",0.33112582781457,"calcifying","hard.coral","other.coral"
"103","1809","RAN","Psammocora spp.",1,"CA","103_1809",0.33003300330033,"calcifying","hard.coral","other.coral"
"101","1408","REM","Turf",49,"CA","101_1408",18.2835820895522,"noncalcifying","other.noncalcifying","other.noncalcifying"
"103","1408","RAN","Turf",63,"CA","103_1408",29.8578199052133,"noncalcifying","other.noncalcifying","other.noncalcifying"
"105","1408","BYSP","Turf",75,"CA","105_1408",28.8461538461538,"noncalcifying","other.noncalcifying","other.noncalcifying"
"107","1408","XSP","Turf",56,"CA","107_1408",21.1320754716981,"noncalcifying","other.noncalcifying","other.noncalcifying"
"109","1408","RAN","Turf",20,"CA","109_1408",7.22021660649819,"noncalcifying","other.noncalcifying","other.noncalcifying"
"111","1408","REM","Turf",23,"CA","111_1408",9.01960784313725,"noncalcifying","other.noncalcifying","other.noncalcifying"
"113","1408","XSP","Turf",52,"CA","113_1408",21.3114754098361,"noncalcifying","other.noncalcifying","other.noncalcifying"
"115","1408","BYSP","Turf",39,"CA","115_1408",13.8790035587189,"noncalcifying","other.noncalcifying","other.noncalcifying"
"117","1408","RAN","Turf",81,"CA","117_1408",29.3478260869565,"noncalcifying","other.noncalcifying","other.noncalcifying"
"123","1408","XSP","Turf",59,"CA","123_1408",22.6923076923077,"noncalcifying","other.noncalcifying","other.noncalcifying"
"127","1408","BYSP","Turf",52,"CA","127_1408",21.3991769547325,"noncalcifying","other.noncalcifying","other.noncalcifying"
"129","1408","REM","Turf",17,"CA","129_1408",6.51340996168582,"noncalcifying","other.noncalcifying","other.noncalcifying"
"101","1409","REM","Turf",1,"CA","101_1409",0.392156862745098,"noncalcifying","other.noncalcifying","other.noncalcifying"
"105","1409","BYSP","Turf",2,"CA","105_1409",0.833333333333333,"noncalcifying","other.noncalcifying","other.noncalcifying"
"107","1409","XSP","Turf",4,"CA","107_1409",1.50375939849624,"noncalcifying","other.noncalcifying","other.noncalcifying"
"119","1409","CON","Turf",15,"CA","119_1409",5.95238095238095,"noncalcifying","other.noncalcifying","other.noncalcifying"
"121","1409","CON","Turf",46,"CA","121_1409",16.6064981949458,"noncalcifying","other.noncalcifying","other.noncalcifying"
"125","1409","CON","Turf",17,"CA","125_1409",6.48854961832061,"noncalcifying","other.noncalcifying","other.noncalcifying"
"101","1509","REM","Turf",198,"CA","101_1509",62.6582278481013,"noncalcifying","other.noncalcifying","other.noncalcifying"
"103","1509","RAN","Turf",222,"CA","103_1509",71.6129032258065,"noncalcifying","other.noncalcifying","other.noncalcifying"
"105","1509","BYSP","Turf",233,"CA","105_1509",78.4511784511784,"noncalcifying","other.noncalcifying","other.noncalcifying"
"107","1509","XSP","Turf",190,"CA","107_1509",63.3333333333333,"noncalcifying","other.noncalcifying","other.noncalcifying"
"109","1509","RAN","Turf",203,"CA","109_1509",65.4838709677419,"noncalcifying","other.noncalcifying","other.noncalcifying"
"111","1509","REM","Turf",148,"CA","111_1509",47.741935483871,"noncalcifying","other.noncalcifying","other.noncalcifying"
"113","1509","XSP","Turf",188,"CA","113_1509",60.8414239482201,"noncalcifying","other.noncalcifying","other.noncalcifying"
"115","1509","BYSP","Turf",175,"CA","115_1509",61.6197183098592,"noncalcifying","other.noncalcifying","other.noncalcifying"
"117","1509","RAN","Turf",181,"CA","117_1509",62.8472222222222,"noncalcifying","other.noncalcifying","other.noncalcifying"
"119","1509","CON","Turf",205,"CA","119_1509",64.6687697160883,"noncalcifying","other.noncalcifying","other.noncalcifying"
"121","1509","CON","Turf",159,"CA","121_1509",50.6369426751592,"noncalcifying","other.noncalcifying","other.noncalcifying"
"123","1509","XSP","Turf",231,"CA","123_1509",78.0405405405405,"noncalcifying","other.noncalcifying","other.noncalcifying"
"125","1509","CON","Turf",83,"CA","125_1509",26.6881028938907,"noncalcifying","other.noncalcifying","other.noncalcifying"
"127","1509","BYSP","Turf",176,"CA","127_1509",56.2300319488818,"noncalcifying","other.noncalcifying","other.noncalcifying"
"129","1509","REM","Turf",118,"CA","129_1509",40.5498281786942,"noncalcifying","other.noncalcifying","other.noncalcifying"
"101","1510","REM","Turf",222,"CA","101_1510",74.7474747474748,"noncalcifying","other.noncalcifying","other.noncalcifying"
"103","1510","RAN","Turf",269,"CA","103_1510",86.7741935483871,"noncalcifying","other.noncalcifying","other.noncalcifying"
"105","1510","BYSP","Turf",244,"CA","105_1510",83.2764505119454,"noncalcifying","other.noncalcifying","other.noncalcifying"
"107","1510","XSP","Turf",232,"CA","107_1510",78.1144781144781,"noncalcifying","other.noncalcifying","other.noncalcifying"
"109","1510","RAN","Turf",220,"CA","109_1510",72.1311475409836,"noncalcifying","other.noncalcifying","other.noncalcifying"
"111","1510","REM","Turf",162,"CA","111_1510",52.258064516129,"noncalcifying","other.noncalcifying","other.noncalcifying"
"113","1510","XSP","Turf",208,"CA","113_1510",69.3333333333333,"noncalcifying","other.noncalcifying","other.noncalcifying"
"115","1510","BYSP","Turf",235,"CA","115_1510",73.8993710691824,"noncalcifying","other.noncalcifying","other.noncalcifying"
"117","1510","RAN","Turf",219,"CA","117_1510",73.9864864864865,"noncalcifying","other.noncalcifying","other.noncalcifying"
"119","1510","CON","Turf",205,"CA","119_1510",64.6687697160883,"noncalcifying","other.noncalcifying","other.noncalcifying"
"121","1510","CON","Turf",159,"CA","121_1510",50.6369426751592,"noncalcifying","other.noncalcifying","other.noncalcifying"
"123","1510","XSP","Turf",250,"CA","123_1510",83.6120401337793,"noncalcifying","other.noncalcifying","other.noncalcifying"
"125","1510","CON","Turf",83,"CA","125_1510",26.6881028938907,"noncalcifying","other.noncalcifying","other.noncalcifying"
"127","1510","BYSP","Turf",196,"CA","127_1510",63.4304207119741,"noncalcifying","other.noncalcifying","other.noncalcifying"
"129","1510","REM","Turf",148,"CA","129_1510",50,"noncalcifying","other.noncalcifying","other.noncalcifying"
"101","1606","REM","Turf",234,"CA","101_1606",79.5918367346939,"noncalcifying","other.noncalcifying","other.noncalcifying"
"103","1606","RAN","Turf",273,"CA","103_1606",87.220447284345,"noncalcifying","other.noncalcifying","other.noncalcifying"
"105","1606","BYSP","Turf",268,"CA","105_1606",89.9328859060403,"noncalcifying","other.noncalcifying","other.noncalcifying"
"107","1606","XSP","Turf",240,"CA","107_1606",79.4701986754967,"noncalcifying","other.noncalcifying","other.noncalcifying"
"109","1606","RAN","Turf",241,"CA","109_1606",76.7515923566879,"noncalcifying","other.noncalcifying","other.noncalcifying"
"111","1606","REM","Turf",160,"CA","111_1606",51.2820512820513,"noncalcifying","other.noncalcifying","other.noncalcifying"
"113","1606","XSP","Turf",235,"CA","113_1606",77.0491803278689,"noncalcifying","other.noncalcifying","other.noncalcifying"
"115","1606","BYSP","Turf",204,"CA","115_1606",72.8571428571428,"noncalcifying","other.noncalcifying","other.noncalcifying"
"117","1606","RAN","Turf",215,"CA","117_1606",74.1379310344828,"noncalcifying","other.noncalcifying","other.noncalcifying"
"119","1606","CON","Turf",203,"CA","119_1606",64.6496815286624,"noncalcifying","other.noncalcifying","other.noncalcifying"
"121","1606","CON","Turf",183,"CA","121_1606",66.5454545454545,"noncalcifying","other.noncalcifying","other.noncalcifying"
"123","1606","XSP","Turf",222,"CA","123_1606",76.551724137931,"noncalcifying","other.noncalcifying","other.noncalcifying"
"125","1606","CON","Turf",129,"CA","125_1606",41.4790996784566,"noncalcifying","other.noncalcifying","other.noncalcifying"
"127","1606","BYSP","Turf",174,"CA","127_1606",57.8073089700997,"noncalcifying","other.noncalcifying","other.noncalcifying"
"129","1606","REM","Turf",148,"CA","129_1606",50.5119453924915,"noncalcifying","other.noncalcifying","other.noncalcifying"
"101","1609","REM","Turf",237,"CA","101_1609",79,"noncalcifying","other.noncalcifying","other.noncalcifying"
"103","1609","RAN","Turf",285,"CA","103_1609",91.0543130990415,"noncalcifying","other.noncalcifying","other.noncalcifying"
"105","1609","BYSP","Turf",256,"CA","105_1609",86.7796610169491,"noncalcifying","other.noncalcifying","other.noncalcifying"
"107","1609","XSP","Turf",219,"CA","107_1609",73.7373737373737,"noncalcifying","other.noncalcifying","other.noncalcifying"
"109","1609","RAN","Turf",179,"CA","109_1609",56.8253968253968,"noncalcifying","other.noncalcifying","other.noncalcifying"
"111","1609","REM","Turf",160,"CA","111_1609",51.2820512820513,"noncalcifying","other.noncalcifying","other.noncalcifying"
"113","1609","XSP","Turf",219,"CA","113_1609",73.7373737373737,"noncalcifying","other.noncalcifying","other.noncalcifying"
"115","1609","BYSP","Turf",185,"CA","115_1609",64.9122807017544,"noncalcifying","other.noncalcifying","other.noncalcifying"
"117","1609","RAN","Turf",207,"CA","117_1609",69.9324324324324,"noncalcifying","other.noncalcifying","other.noncalcifying"
"119","1609","CON","Turf",239,"CA","119_1609",76.6025641025641,"noncalcifying","other.noncalcifying","other.noncalcifying"
"121","1609","CON","Turf",248,"CA","121_1609",79.2332268370607,"noncalcifying","other.noncalcifying","other.noncalcifying"
"123","1609","XSP","Turf",242,"CA","123_1609",81.2080536912752,"noncalcifying","other.noncalcifying","other.noncalcifying"
"125","1609","CON","Turf",146,"CA","125_1609",47.4025974025974,"noncalcifying","other.noncalcifying","other.noncalcifying"
"127","1609","BYSP","Turf",184,"CA","127_1609",61.952861952862,"noncalcifying","other.noncalcifying","other.noncalcifying"
"129","1609","REM","Turf",137,"CA","129_1609",46.4406779661017,"noncalcifying","other.noncalcifying","other.noncalcifying"
"101","1709","REM","Turf",107,"CA","101_1709",36.518771331058,"noncalcifying","other.noncalcifying","other.noncalcifying"
"103","1709","RAN","Turf",157,"CA","103_1709",51.9867549668874,"noncalcifying","other.noncalcifying","other.noncalcifying"
"105","1709","BYSP","Turf",166,"CA","105_1709",58.041958041958,"noncalcifying","other.noncalcifying","other.noncalcifying"
"107","1709","XSP","Turf",149,"CA","107_1709",46.1300309597523,"noncalcifying","other.noncalcifying","other.noncalcifying"
"109","1709","RAN","Turf",191,"CA","109_1709",59.8746081504702,"noncalcifying","other.noncalcifying","other.noncalcifying"
"111","1709","REM","Turf",102,"CA","111_1709",35.1724137931034,"noncalcifying","other.noncalcifying","other.noncalcifying"
"113","1709","XSP","Turf",159,"CA","113_1709",52.1311475409836,"noncalcifying","other.noncalcifying","other.noncalcifying"
"115","1709","BYSP","Turf",159,"CA","115_1709",56.1837455830389,"noncalcifying","other.noncalcifying","other.noncalcifying"
"117","1709","RAN","Turf",160,"CA","117_1709",54.0540540540541,"noncalcifying","other.noncalcifying","other.noncalcifying"
"119","1709","CON","Turf",164,"CA","119_1709",52.2292993630573,"noncalcifying","other.noncalcifying","other.noncalcifying"
"121","1709","CON","Turf",120,"CA","121_1709",38.7096774193548,"noncalcifying","other.noncalcifying","other.noncalcifying"
"123","1709","XSP","Turf",208,"CA","123_1709",69.5652173913043,"noncalcifying","other.noncalcifying","other.noncalcifying"
"125","1709","CON","Turf",139,"CA","125_1709",44.9838187702265,"noncalcifying","other.noncalcifying","other.noncalcifying"
"127","1709","BYSP","Turf",145,"CA","127_1709",48.3333333333333,"noncalcifying","other.noncalcifying","other.noncalcifying"
"129","1709","REM","Turf",126,"CA","129_1709",43.0034129692833,"noncalcifying","other.noncalcifying","other.noncalcifying"
"101","1809","REM","Turf",190,"CA","101_1809",63.758389261745,"noncalcifying","other.noncalcifying","other.noncalcifying"
"103","1809","RAN","Turf",177,"CA","103_1809",58.4158415841584,"noncalcifying","other.noncalcifying","other.noncalcifying"
"105","1809","BYSP","Turf",197,"CA","105_1809",68.8811188811189,"noncalcifying","other.noncalcifying","other.noncalcifying"
"107","1809","XSP","Turf",172,"CA","107_1809",58.7030716723549,"noncalcifying","other.noncalcifying","other.noncalcifying"
"109","1809","RAN","Turf",195,"CA","109_1809",62.3003194888179,"noncalcifying","other.noncalcifying","other.noncalcifying"
"111","1809","REM","Turf",182,"CA","111_1809",59.672131147541,"noncalcifying","other.noncalcifying","other.noncalcifying"
"113","1809","XSP","Turf",188,"CA","113_1809",62.046204620462,"noncalcifying","other.noncalcifying","other.noncalcifying"
"115","1809","BYSP","Turf",185,"CA","115_1809",60.0649350649351,"noncalcifying","other.noncalcifying","other.noncalcifying"
"117","1809","RAN","Turf",205,"CA","117_1809",67.6567656765677,"noncalcifying","other.noncalcifying","other.noncalcifying"
"119","1809","CON","Turf",173,"CA","119_1809",60.0694444444444,"noncalcifying","other.noncalcifying","other.noncalcifying"
"121","1809","CON","Turf",179,"CA","121_1809",59.0759075907591,"noncalcifying","other.noncalcifying","other.noncalcifying"
"123","1809","XSP","Turf",216,"CA","123_1809",73.7201365187713,"noncalcifying","other.noncalcifying","other.noncalcifying"
"125","1809","CON","Turf",208,"CA","125_1809",69.1029900332226,"noncalcifying","other.noncalcifying","other.noncalcifying"
"127","1809","BYSP","Turf",177,"CA","127_1809",62.3239436619718,"noncalcifying","other.noncalcifying","other.noncalcifying"
"129","1809","REM","Turf",222,"CA","129_1809",73.5099337748344,"noncalcifying","other.noncalcifying","other.noncalcifying"
"105","1408","BYSP","Red_calc_mac",1,"CA","105_1408",0.384615384615385,"calcifying","calcifying.algae","other.calcifying.algae"
"113","1408","XSP","Red_calc_mac",1,"CA","113_1408",0.409836065573771,"calcifying","calcifying.algae","other.calcifying.algae"
"117","1408","RAN","Red_calc_mac",3,"CA","117_1408",1.08695652173913,"calcifying","calcifying.algae","other.calcifying.algae"
"101","1509","REM","Red_calc_mac",5,"CA","101_1509",1.58227848101266,"calcifying","calcifying.algae","other.calcifying.algae"
"103","1509","RAN","Red_calc_mac",1,"CA","103_1509",0.32258064516129,"calcifying","calcifying.algae","other.calcifying.algae"
"105","1509","BYSP","Red_calc_mac",4,"CA","105_1509",1.34680134680135,"calcifying","calcifying.algae","other.calcifying.algae"
"107","1509","XSP","Red_calc_mac",4,"CA","107_1509",1.33333333333333,"calcifying","calcifying.algae","other.calcifying.algae"
"111","1509","REM","Red_calc_mac",2,"CA","111_1509",0.645161290322581,"calcifying","calcifying.algae","other.calcifying.algae"
"117","1509","RAN","Red_calc_mac",2,"CA","117_1509",0.694444444444444,"calcifying","calcifying.algae","other.calcifying.algae"
"119","1509","CON","Red_calc_mac",25,"CA","119_1509",7.88643533123028,"calcifying","calcifying.algae","other.calcifying.algae"
"121","1509","CON","Red_calc_mac",4,"CA","121_1509",1.27388535031847,"calcifying","calcifying.algae","other.calcifying.algae"
"123","1509","XSP","Red_calc_mac",4,"CA","123_1509",1.35135135135135,"calcifying","calcifying.algae","other.calcifying.algae"
"125","1509","CON","Red_calc_mac",1,"CA","125_1509",0.321543408360129,"calcifying","calcifying.algae","other.calcifying.algae"
"129","1509","REM","Red_calc_mac",1,"CA","129_1509",0.343642611683849,"calcifying","calcifying.algae","other.calcifying.algae"
